word,concreteness,predicted,fold,k,weighting,embedding
exam,4.48,3.5128396057635913,5,35,distance,crawl-300d-2M-subword.bin
examiner,3.57,3.9190855545058687,5,35,distance,crawl-300d-2M-subword.bin
excitement,2.48,2.121148162978507,5,35,distance,crawl-300d-2M-subword.bin
excursion,2.93,3.362425219237835,5,35,distance,crawl-300d-2M-subword.bin
execution,3.93,2.5776212102433873,5,35,distance,crawl-300d-2M-subword.bin
executor,3.23,3.966212847628464,5,35,distance,crawl-300d-2M-subword.bin
exertion,2.44,2.6626681811197948,5,35,distance,crawl-300d-2M-subword.bin
exhaustion,3.04,2.4664138023416537,5,35,distance,crawl-300d-2M-subword.bin
exodus,2.59,2.670970392833067,5,35,distance,crawl-300d-2M-subword.bin
expansion,3.0,2.619419675998131,5,35,distance,crawl-300d-2M-subword.bin
extension,2.93,2.6117817933594405,5,35,distance,crawl-300d-2M-subword.bin
extradition,2.29,2.860916262407266,5,35,distance,crawl-300d-2M-subword.bin
eye,4.9,4.224993703686903,5,35,distance,crawl-300d-2M-subword.bin
eyelid,5.0,4.635440772411498,5,35,distance,crawl-300d-2M-subword.bin
fabrication,2.86,3.0722148521446138,5,35,distance,crawl-300d-2M-subword.bin
facelift,3.73,3.154210285690391,5,35,distance,crawl-300d-2M-subword.bin
fad,2.36,2.472599920026475,5,35,distance,crawl-300d-2M-subword.bin
fairway,4.21,4.644812195897918,5,35,distance,crawl-300d-2M-subword.bin
famine,3.55,2.775019556174874,5,35,distance,crawl-300d-2M-subword.bin
fan,4.71,3.562909162521163,5,35,distance,crawl-300d-2M-subword.bin
father,4.52,4.280490085304794,5,35,distance,crawl-300d-2M-subword.bin
felony,3.5,2.797354023343236,5,35,distance,crawl-300d-2M-subword.bin
fencing,4.45,4.439751893480433,5,35,distance,crawl-300d-2M-subword.bin
fermentation,3.19,3.431871565799073,5,35,distance,crawl-300d-2M-subword.bin
fever,3.27,3.575674054133517,5,35,distance,crawl-300d-2M-subword.bin
fiasco,2.28,2.3893048415919402,5,35,distance,crawl-300d-2M-subword.bin
fiber,4.5,4.188997528605065,5,35,distance,crawl-300d-2M-subword.bin
fig,4.97,4.816244502674578,5,35,distance,crawl-300d-2M-subword.bin
fighter,3.96,3.9682009187999867,5,35,distance,crawl-300d-2M-subword.bin
finale,2.76,2.9645158462384273,5,35,distance,crawl-300d-2M-subword.bin
finalist,3.79,3.6758240243203097,5,35,distance,crawl-300d-2M-subword.bin
finder,3.0,3.8167432130779693,5,35,distance,crawl-300d-2M-subword.bin
fingernail,4.93,4.825708928185752,5,35,distance,crawl-300d-2M-subword.bin
firearm,4.64,4.44490317064751,5,35,distance,crawl-300d-2M-subword.bin
fireplace,4.68,4.70033657133384,5,35,distance,crawl-300d-2M-subword.bin
firewall,3.82,3.8545907765928313,5,35,distance,crawl-300d-2M-subword.bin
firewood,4.93,4.651249231681532,5,35,distance,crawl-300d-2M-subword.bin
firework,4.62,4.228647615927835,5,35,distance,crawl-300d-2M-subword.bin
fisherman,4.73,4.569226949684458,5,35,distance,crawl-300d-2M-subword.bin
florist,4.62,4.404713712413882,5,35,distance,crawl-300d-2M-subword.bin
foe,2.96,3.540196572750264,5,35,distance,crawl-300d-2M-subword.bin
folder,4.93,4.366351776528551,5,35,distance,crawl-300d-2M-subword.bin
font,3.93,3.89008604928631,5,35,distance,crawl-300d-2M-subword.bin
foot,4.9,4.569728153055723,5,35,distance,crawl-300d-2M-subword.bin
footage,3.42,3.6934334034509377,5,35,distance,crawl-300d-2M-subword.bin
footballer,4.52,4.263385795813163,5,35,distance,crawl-300d-2M-subword.bin
footprint,4.37,3.410722015060528,5,35,distance,crawl-300d-2M-subword.bin
footstep,4.18,3.968805602606453,5,35,distance,crawl-300d-2M-subword.bin
footwear,4.66,4.47276315546522,5,35,distance,crawl-300d-2M-subword.bin
foreigner,3.32,4.095554678814647,5,35,distance,crawl-300d-2M-subword.bin
foreman,4.37,4.294280182931606,5,35,distance,crawl-300d-2M-subword.bin
forestry,3.63,3.8278051787437843,5,35,distance,crawl-300d-2M-subword.bin
foreword,3.52,3.920725408457468,5,35,distance,crawl-300d-2M-subword.bin
forfeiture,2.63,2.655247109622319,5,35,distance,crawl-300d-2M-subword.bin
formality,1.67,2.122164670348403,5,35,distance,crawl-300d-2M-subword.bin
fortitude,2.04,1.9750837057885715,5,35,distance,crawl-300d-2M-subword.bin
foundation,3.74,3.0587862362247837,5,35,distance,crawl-300d-2M-subword.bin
foyer,4.52,4.679950568367168,5,35,distance,crawl-300d-2M-subword.bin
fragility,2.11,2.1397629418949826,5,35,distance,crawl-300d-2M-subword.bin
fragmentation,2.44,2.481765675484162,5,35,distance,crawl-300d-2M-subword.bin
frontage,3.04,4.158818948352754,5,35,distance,crawl-300d-2M-subword.bin
frontier,3.3,3.7394775575236037,5,35,distance,crawl-300d-2M-subword.bin
funding,3.17,2.7159200891776436,5,35,distance,crawl-300d-2M-subword.bin
furlong,2.79,4.01114054661221,5,35,distance,crawl-300d-2M-subword.bin
fury,2.89,2.3197550691375404,5,35,distance,crawl-300d-2M-subword.bin
futility,2.1,1.9290506517981882,5,35,distance,crawl-300d-2M-subword.bin
gallon,3.92,4.5673200024589855,5,35,distance,crawl-300d-2M-subword.bin
gamma,3.24,3.309774519686187,5,35,distance,crawl-300d-2M-subword.bin
gang,4.43,3.7624690756003853,5,35,distance,crawl-300d-2M-subword.bin
gardening,3.86,3.9495948454309286,5,35,distance,crawl-300d-2M-subword.bin
garlic,4.89,4.815379421352261,5,35,distance,crawl-300d-2M-subword.bin
garment,4.78,4.679945160567031,5,35,distance,crawl-300d-2M-subword.bin
gate,4.96,4.529312060801183,5,35,distance,crawl-300d-2M-subword.bin
gateway,4.07,3.7839637640579853,5,35,distance,crawl-300d-2M-subword.bin
gearbox,4.72,4.44235709848859,5,35,distance,crawl-300d-2M-subword.bin
geek,3.71,3.459401343151068,5,35,distance,crawl-300d-2M-subword.bin
generality,1.5,1.9570665914044842,5,35,distance,crawl-300d-2M-subword.bin
geologist,4.41,3.99075305632261,5,35,distance,crawl-300d-2M-subword.bin
ghost,3.19,3.989254789324868,5,35,distance,crawl-300d-2M-subword.bin
gimmick,2.34,2.76267466788617,5,35,distance,crawl-300d-2M-subword.bin
girlfriend,4.25,4.222709842707804,5,35,distance,crawl-300d-2M-subword.bin
gist,1.81,2.6433091508686073,5,35,distance,crawl-300d-2M-subword.bin
gland,4.14,4.284473702599199,5,35,distance,crawl-300d-2M-subword.bin
glee,2.27,2.0731197855384638,5,35,distance,crawl-300d-2M-subword.bin
globalization,2.13,2.0949404083028904,5,35,distance,crawl-300d-2M-subword.bin
globe,4.59,3.8100113180348507,5,35,distance,crawl-300d-2M-subword.bin
gloom,1.86,2.279259696454004,5,35,distance,crawl-300d-2M-subword.bin
goalkeeper,4.5,4.189569897923762,5,35,distance,crawl-300d-2M-subword.bin
golfer,4.71,4.283379696143718,5,35,distance,crawl-300d-2M-subword.bin
granddaughter,4.37,4.309749029861492,5,35,distance,crawl-300d-2M-subword.bin
grandson,4.3,4.222116900992905,5,35,distance,crawl-300d-2M-subword.bin
graveyard,4.83,4.629075757663759,5,35,distance,crawl-300d-2M-subword.bin
greeting,3.62,3.1670714975860683,5,35,distance,crawl-300d-2M-subword.bin
grenade,4.9,4.577670681704648,5,35,distance,crawl-300d-2M-subword.bin
grief,2.7,2.2847809906831658,5,35,distance,crawl-300d-2M-subword.bin
growth,2.89,2.5037757891740076,5,35,distance,crawl-300d-2M-subword.bin
guise,2.52,2.2828261529698404,5,35,distance,crawl-300d-2M-subword.bin
gunner,4.35,4.28393771304362,5,35,distance,crawl-300d-2M-subword.bin
guru,3.6,3.4268106652355854,5,35,distance,crawl-300d-2M-subword.bin
gymnasium,4.81,4.535388873717333,5,35,distance,crawl-300d-2M-subword.bin
handler,3.21,4.022398298458441,5,35,distance,crawl-300d-2M-subword.bin
handset,4.38,4.071595080464343,5,35,distance,crawl-300d-2M-subword.bin
handshake,4.52,2.7482758210634883,5,35,distance,crawl-300d-2M-subword.bin
happiness,2.6,2.1153676110686934,5,35,distance,crawl-300d-2M-subword.bin
hardship,1.79,2.230783410003448,5,35,distance,crawl-300d-2M-subword.bin
haven,3.38,2.6695382283903664,5,35,distance,crawl-300d-2M-subword.bin
headmaster,4.12,4.414968590229486,5,35,distance,crawl-300d-2M-subword.bin
hearth,4.38,4.366253944916065,5,35,distance,crawl-300d-2M-subword.bin
heartland,2.31,3.553233133216617,5,35,distance,crawl-300d-2M-subword.bin
heel,4.86,4.722139799237274,5,35,distance,crawl-300d-2M-subword.bin
helicopter,4.62,4.640761866439053,5,35,distance,crawl-300d-2M-subword.bin
hemp,4.85,4.748315184410613,5,35,distance,crawl-300d-2M-subword.bin
heroin,4.57,4.111173482194531,5,35,distance,crawl-300d-2M-subword.bin
heroine,4.21,3.7813165735998435,5,35,distance,crawl-300d-2M-subword.bin
heyday,1.52,2.523487516548894,5,35,distance,crawl-300d-2M-subword.bin
hierarchy,2.59,2.509751703030982,5,35,distance,crawl-300d-2M-subword.bin
hiker,4.53,4.374788195643718,5,35,distance,crawl-300d-2M-subword.bin
hood,4.88,4.686789034415669,5,35,distance,crawl-300d-2M-subword.bin
horror,2.5,2.3977297320507907,5,35,distance,crawl-300d-2M-subword.bin
horseback,4.41,4.33834099148385,5,35,distance,crawl-300d-2M-subword.bin
hostel,3.9,4.5802851747267255,5,35,distance,crawl-300d-2M-subword.bin
hostess,4.12,4.30446638006349,5,35,distance,crawl-300d-2M-subword.bin
household,3.86,3.8602578915133234,5,35,distance,crawl-300d-2M-subword.bin
hub,3.59,3.670867446197908,5,35,distance,crawl-300d-2M-subword.bin
hubby,4.27,4.270953588060378,5,35,distance,crawl-300d-2M-subword.bin
hut,4.65,4.635062397107483,5,35,distance,crawl-300d-2M-subword.bin
hyperbole,2.35,2.0138382619638406,5,35,distance,crawl-300d-2M-subword.bin
hypnotherapy,2.74,3.175248358924541,5,35,distance,crawl-300d-2M-subword.bin
hypothesis,2.12,1.996845465471761,5,35,distance,crawl-300d-2M-subword.bin
icing,4.66,4.75410253150732,5,35,distance,crawl-300d-2M-subword.bin
icon,3.46,4.136712943204251,5,35,distance,crawl-300d-2M-subword.bin
id,2.39,3.509383902795037,5,35,distance,crawl-300d-2M-subword.bin
idol,3.63,3.7785179126253263,5,35,distance,crawl-300d-2M-subword.bin
ignorance,1.6,2.0332833811893245,5,35,distance,crawl-300d-2M-subword.bin
illusion,2.48,2.0463853729229466,5,35,distance,crawl-300d-2M-subword.bin
image,3.85,3.5665825979274195,5,35,distance,crawl-300d-2M-subword.bin
immunization,3.75,3.5354095511101566,5,35,distance,crawl-300d-2M-subword.bin
imposition,1.68,2.390865581144304,5,35,distance,crawl-300d-2M-subword.bin
impossibility,1.52,1.9049240497767856,5,35,distance,crawl-300d-2M-subword.bin
impression,2.23,1.9641593394534986,5,35,distance,crawl-300d-2M-subword.bin
inability,2.0,2.009717321495599,5,35,distance,crawl-300d-2M-subword.bin
inauguration,3.5,3.0940948841749147,5,35,distance,crawl-300d-2M-subword.bin
inception,1.78,2.376670907587877,5,35,distance,crawl-300d-2M-subword.bin
incest,2.24,2.9382722534888965,5,35,distance,crawl-300d-2M-subword.bin
inch,4.37,4.006546009602643,5,35,distance,crawl-300d-2M-subword.bin
incident,2.86,2.7411116525962163,5,35,distance,crawl-300d-2M-subword.bin
inclination,2.03,1.983117734446518,5,35,distance,crawl-300d-2M-subword.bin
income,3.07,2.9650526215142055,5,35,distance,crawl-300d-2M-subword.bin
inconsistency,2.21,1.994700914087196,5,35,distance,crawl-300d-2M-subword.bin
inefficiency,1.57,2.035815588161426,5,35,distance,crawl-300d-2M-subword.bin
inertia,2.43,2.4521965864262087,5,35,distance,crawl-300d-2M-subword.bin
infancy,3.2,2.877747033920268,5,35,distance,crawl-300d-2M-subword.bin
infection,4.1,3.600729290427713,5,35,distance,crawl-300d-2M-subword.bin
infrastructure,3.38,3.2181388742349055,5,35,distance,crawl-300d-2M-subword.bin
infringement,2.25,2.3123674568826433,5,35,distance,crawl-300d-2M-subword.bin
ingestion,3.12,3.199968169275428,5,35,distance,crawl-300d-2M-subword.bin
inhibition,1.93,2.6294237020894724,5,35,distance,crawl-300d-2M-subword.bin
injection,3.86,3.540852109003295,5,35,distance,crawl-300d-2M-subword.bin
injector,3.46,4.160757447691673,5,35,distance,crawl-300d-2M-subword.bin
innovation,1.97,2.3487098465364635,5,35,distance,crawl-300d-2M-subword.bin
insecurity,1.52,2.1127784827005125,5,35,distance,crawl-300d-2M-subword.bin
instruction,3.37,2.7950036405835137,5,35,distance,crawl-300d-2M-subword.bin
intensity,2.14,2.3943005199633896,5,35,distance,crawl-300d-2M-subword.bin
intention,1.7,1.8974177825103429,5,35,distance,crawl-300d-2M-subword.bin
intercourse,3.93,3.1468304449463167,5,35,distance,crawl-300d-2M-subword.bin
interface,2.81,3.1134847877631624,5,35,distance,crawl-300d-2M-subword.bin
interruption,2.75,2.586969807285373,5,35,distance,crawl-300d-2M-subword.bin
intervention,2.85,2.400326809977125,5,35,distance,crawl-300d-2M-subword.bin
interviewer,4.47,3.960767471647731,5,35,distance,crawl-300d-2M-subword.bin
intricacy,2.0,2.1334764124172185,5,35,distance,crawl-300d-2M-subword.bin
introduction,3.0,2.566522296196261,5,35,distance,crawl-300d-2M-subword.bin
invader,4.11,3.5158586013687385,5,35,distance,crawl-300d-2M-subword.bin
invasion,3.65,2.8203734184536637,5,35,distance,crawl-300d-2M-subword.bin
inventory,3.74,3.2495117870701646,5,35,distance,crawl-300d-2M-subword.bin
inversion,2.22,2.291438081492974,5,35,distance,crawl-300d-2M-subword.bin
investment,3.59,2.959574397860932,5,35,distance,crawl-300d-2M-subword.bin
irony,1.59,1.9301153439448526,5,35,distance,crawl-300d-2M-subword.bin
islander,4.19,4.222006083604927,5,35,distance,crawl-300d-2M-subword.bin
isle,3.89,4.516442771421409,5,35,distance,crawl-300d-2M-subword.bin
isolation,2.54,2.374689668872841,5,35,distance,crawl-300d-2M-subword.bin
issuance,1.79,2.6645200009549987,5,35,distance,crawl-300d-2M-subword.bin
item,4.41,3.6585974773766727,5,35,distance,crawl-300d-2M-subword.bin
iteration,2.89,2.496627550191315,5,35,distance,crawl-300d-2M-subword.bin
jackpot,3.41,3.7776639164801407,5,35,distance,crawl-300d-2M-subword.bin
jargon,2.07,2.509330313335043,5,35,distance,crawl-300d-2M-subword.bin
jeopardy,1.93,2.3199881015644266,5,35,distance,crawl-300d-2M-subword.bin
jewelry,4.82,4.508381082555654,5,35,distance,crawl-300d-2M-subword.bin
jihad,2.73,2.38776793764483,5,35,distance,crawl-300d-2M-subword.bin
judiciary,2.33,2.9726911437610757,5,35,distance,crawl-300d-2M-subword.bin
junction,3.96,4.13305784428537,5,35,distance,crawl-300d-2M-subword.bin
juncture,3.0,2.9576537607691153,5,35,distance,crawl-300d-2M-subword.bin
jurisdiction,2.07,2.757542797049249,5,35,distance,crawl-300d-2M-subword.bin
jury,4.64,3.402550141073457,5,35,distance,crawl-300d-2M-subword.bin
kangaroo,4.86,4.894788678929117,5,35,distance,crawl-300d-2M-subword.bin
karate,4.14,4.334234735498183,5,35,distance,crawl-300d-2M-subword.bin
keeper,3.0,4.138880691732607,5,35,distance,crawl-300d-2M-subword.bin
kettle,4.75,4.791299699576165,5,35,distance,crawl-300d-2M-subword.bin
keypad,4.81,4.491115356658304,5,35,distance,crawl-300d-2M-subword.bin
keyword,2.89,2.8525804293587256,5,35,distance,crawl-300d-2M-subword.bin
kidnapping,3.47,2.842845414448173,5,35,distance,crawl-300d-2M-subword.bin
kilo,3.17,4.294224433606396,5,35,distance,crawl-300d-2M-subword.bin
kinship,2.21,2.340677873415871,5,35,distance,crawl-300d-2M-subword.bin
knitting,4.14,4.131709555655894,5,35,distance,crawl-300d-2M-subword.bin
knowledge,1.73,2.0700554111952263,5,35,distance,crawl-300d-2M-subword.bin
lab,4.69,4.122624156726042,5,35,distance,crawl-300d-2M-subword.bin
laborer,4.28,4.192462218282095,5,35,distance,crawl-300d-2M-subword.bin
lad,4.28,4.2361420278185085,5,35,distance,crawl-300d-2M-subword.bin
landing,3.87,4.157988970990274,5,35,distance,crawl-300d-2M-subword.bin
laser,4.5,4.1535360258007525,5,35,distance,crawl-300d-2M-subword.bin
latency,2.04,2.53379362009129,5,35,distance,crawl-300d-2M-subword.bin
laundry,4.93,4.48383716342026,5,35,distance,crawl-300d-2M-subword.bin
lava,4.82,4.662860448941773,5,35,distance,crawl-300d-2M-subword.bin
leader,3.89,3.6619248259455195,5,35,distance,crawl-300d-2M-subword.bin
leakage,3.44,2.980708998834627,5,35,distance,crawl-300d-2M-subword.bin
legacy,1.4,2.72703959188094,5,35,distance,crawl-300d-2M-subword.bin
leisure,2.03,2.7803472422789643,5,35,distance,crawl-300d-2M-subword.bin
lemonade,4.83,4.813973999620983,5,35,distance,crawl-300d-2M-subword.bin
lender,3.07,3.6470619807839433,5,35,distance,crawl-300d-2M-subword.bin
length,4.07,3.0746663373076415,5,35,distance,crawl-300d-2M-subword.bin
letter,4.7,3.7454355301710724,5,35,distance,crawl-300d-2M-subword.bin
liberty,1.85,2.0887861090568647,5,35,distance,crawl-300d-2M-subword.bin
licensee,3.9,3.732394710198665,5,35,distance,crawl-300d-2M-subword.bin
lifeboat,4.48,4.533649452200236,5,35,distance,crawl-300d-2M-subword.bin
lifespan,2.55,2.3608428900351557,5,35,distance,crawl-300d-2M-subword.bin
ligament,4.33,4.274881879345781,5,35,distance,crawl-300d-2M-subword.bin
lighting,4.38,3.8544797450256687,5,35,distance,crawl-300d-2M-subword.bin
limelight,2.54,2.493483066888128,5,35,distance,crawl-300d-2M-subword.bin
limestone,4.59,4.533101602666398,5,35,distance,crawl-300d-2M-subword.bin
limousine,4.63,4.6960115398849975,5,35,distance,crawl-300d-2M-subword.bin
lineup,3.79,3.4239582925495187,5,35,distance,crawl-300d-2M-subword.bin
lining,4.41,4.590253240886445,5,35,distance,crawl-300d-2M-subword.bin
liquidity,2.64,2.6787870493159205,5,35,distance,crawl-300d-2M-subword.bin
listing,3.15,3.603288268375259,5,35,distance,crawl-300d-2M-subword.bin
literacy,2.04,2.4966839697824357,5,35,distance,crawl-300d-2M-subword.bin
lithium,4.13,4.093859489944933,5,35,distance,crawl-300d-2M-subword.bin
liver,4.68,4.408867583820748,5,35,distance,crawl-300d-2M-subword.bin
locality,3.07,3.225268824714908,5,35,distance,crawl-300d-2M-subword.bin
locker,4.67,4.667899157599696,5,35,distance,crawl-300d-2M-subword.bin
longitude,2.93,3.2832619834670753,5,35,distance,crawl-300d-2M-subword.bin
loophole,2.63,2.4706879994096664,5,35,distance,crawl-300d-2M-subword.bin
lordship,3.0,2.788343823138177,5,35,distance,crawl-300d-2M-subword.bin
loser,2.35,3.4911310777124136,5,35,distance,crawl-300d-2M-subword.bin
lottery,4.19,3.296988267363651,5,35,distance,crawl-300d-2M-subword.bin
lover,3.68,3.508273307221135,5,35,distance,crawl-300d-2M-subword.bin
luxury,2.59,2.6585407671746792,5,35,distance,crawl-300d-2M-subword.bin
lymph,3.48,4.2129058748223684,5,35,distance,crawl-300d-2M-subword.bin
madam,3.77,4.230768226137677,5,35,distance,crawl-300d-2M-subword.bin
magnetism,2.54,2.8313948891120937,5,35,distance,crawl-300d-2M-subword.bin
mailing,3.63,3.7840275605862823,5,35,distance,crawl-300d-2M-subword.bin
maker,3.9,3.7018897211068205,5,35,distance,crawl-300d-2M-subword.bin
mall,4.83,4.611091826870815,5,35,distance,crawl-300d-2M-subword.bin
mania,2.42,2.387601492187402,5,35,distance,crawl-300d-2M-subword.bin
mantra,2.73,2.346203069119212,5,35,distance,crawl-300d-2M-subword.bin
manufacturer,3.69,3.725392615092467,5,35,distance,crawl-300d-2M-subword.bin
mare,4.75,4.50785544508732,5,35,distance,crawl-300d-2M-subword.bin
masculinity,2.67,2.2058769183085083,5,35,distance,crawl-300d-2M-subword.bin
masterpiece,3.11,3.4718030418133807,5,35,distance,crawl-300d-2M-subword.bin
material,4.26,3.647360736530477,5,35,distance,crawl-300d-2M-subword.bin
materialism,1.7,1.8912390578625438,5,35,distance,crawl-300d-2M-subword.bin
maternity,2.76,3.7683718181389816,5,35,distance,crawl-300d-2M-subword.bin
math,3.15,3.0784648303386457,5,35,distance,crawl-300d-2M-subword.bin
maverick,2.96,3.4439152129742965,5,35,distance,crawl-300d-2M-subword.bin
maxim,2.46,2.1104967621593262,5,35,distance,crawl-300d-2M-subword.bin
mayhem,2.24,2.575086482720279,5,35,distance,crawl-300d-2M-subword.bin
meadow,4.86,4.619274651930685,5,35,distance,crawl-300d-2M-subword.bin
meal,4.62,4.375666081429933,5,35,distance,crawl-300d-2M-subword.bin
mechanism,3.67,2.6671877771478134,5,35,distance,crawl-300d-2M-subword.bin
medicine,4.79,3.3764936136966806,5,35,distance,crawl-300d-2M-subword.bin
mediocrity,1.33,2.026853851889959,5,35,distance,crawl-300d-2M-subword.bin
melodrama,2.14,2.4782903792190987,5,35,distance,crawl-300d-2M-subword.bin
memo,4.25,3.791927890722702,5,35,distance,crawl-300d-2M-subword.bin
menopause,3.19,3.3019865899654555,5,35,distance,crawl-300d-2M-subword.bin
merchandise,4.52,3.8145222034728765,5,35,distance,crawl-300d-2M-subword.bin
mercy,1.57,1.9432418747524942,5,35,distance,crawl-300d-2M-subword.bin
metal,4.87,4.5304025954023075,5,35,distance,crawl-300d-2M-subword.bin
metamorphosis,3.11,2.5721826358206643,5,35,distance,crawl-300d-2M-subword.bin
meteor,4.96,4.425077771022644,5,35,distance,crawl-300d-2M-subword.bin
methadone,4.24,4.104706362971247,5,35,distance,crawl-300d-2M-subword.bin
method,2.41,2.5753673278159925,5,35,distance,crawl-300d-2M-subword.bin
midfield,4.57,3.7114023746639835,5,35,distance,crawl-300d-2M-subword.bin
migraine,3.2,3.392157537400026,5,35,distance,crawl-300d-2M-subword.bin
migration,3.55,2.628809294906238,5,35,distance,crawl-300d-2M-subword.bin
millennium,2.63,2.9424959665904855,5,35,distance,crawl-300d-2M-subword.bin
millimeter,4.38,3.787075346986015,5,35,distance,crawl-300d-2M-subword.bin
miner,4.3,4.2211037398363045,5,35,distance,crawl-300d-2M-subword.bin
minion,3.11,3.9947401712089774,5,35,distance,crawl-300d-2M-subword.bin
minister,4.22,4.0294377136428485,5,35,distance,crawl-300d-2M-subword.bin
mishap,2.5,2.6192823077212313,5,35,distance,crawl-300d-2M-subword.bin
misinformation,2.23,2.0633051172268115,5,35,distance,crawl-300d-2M-subword.bin
mission,2.9,2.7156283443897,5,35,distance,crawl-300d-2M-subword.bin
mistress,4.22,3.6430978299312464,5,35,distance,crawl-300d-2M-subword.bin
mixture,3.79,3.0911459328899284,5,35,distance,crawl-300d-2M-subword.bin
moderation,1.9,2.131950989462411,5,35,distance,crawl-300d-2M-subword.bin
moderator,4.12,3.850323250477973,5,35,distance,crawl-300d-2M-subword.bin
mom,4.4,4.3489830000057506,5,35,distance,crawl-300d-2M-subword.bin
mommy,4.07,4.39019108488299,5,35,distance,crawl-300d-2M-subword.bin
monkey,4.9,4.888692715471763,5,35,distance,crawl-300d-2M-subword.bin
montage,2.93,3.2282867031626648,5,35,distance,crawl-300d-2M-subword.bin
mood,1.75,2.2940638182899433,5,35,distance,crawl-300d-2M-subword.bin
morbidity,2.47,2.656884643856946,5,35,distance,crawl-300d-2M-subword.bin
mortgage,3.14,3.516220700060869,5,35,distance,crawl-300d-2M-subword.bin
mosque,4.54,4.332254047014297,5,35,distance,crawl-300d-2M-subword.bin
motif,2.45,3.3224184997951522,5,35,distance,crawl-300d-2M-subword.bin
motto,2.48,2.704299733446257,5,35,distance,crawl-300d-2M-subword.bin
moustache,4.96,4.671743609433921,5,35,distance,crawl-300d-2M-subword.bin
movie,4.59,3.742703478044715,5,35,distance,crawl-300d-2M-subword.bin
mule,5.0,4.759312930981782,5,35,distance,crawl-300d-2M-subword.bin
multimedia,3.5,3.626733051251337,5,35,distance,crawl-300d-2M-subword.bin
municipality,2.44,3.7148588434233307,5,35,distance,crawl-300d-2M-subword.bin
music,4.31,4.129857429262869,5,35,distance,crawl-300d-2M-subword.bin
mutation,3.52,3.1068278185743607,5,35,distance,crawl-300d-2M-subword.bin
mystery,2.33,2.2058283186043166,5,35,distance,crawl-300d-2M-subword.bin
mysticism,1.86,1.8946306874722882,5,35,distance,crawl-300d-2M-subword.bin
namesake,2.55,3.460165808173355,5,35,distance,crawl-300d-2M-subword.bin
nationalism,1.78,1.9728743623895901,5,35,distance,crawl-300d-2M-subword.bin
nationality,2.74,2.8160576325960727,5,35,distance,crawl-300d-2M-subword.bin
navigator,3.9,3.9332487259265907,5,35,distance,crawl-300d-2M-subword.bin
navy,3.93,4.45652097221776,5,35,distance,crawl-300d-2M-subword.bin
nebula,4.03,4.20922062337605,5,35,distance,crawl-300d-2M-subword.bin
neck,5.0,4.710187670329274,5,35,distance,crawl-300d-2M-subword.bin
negligence,2.04,2.1855477862514596,5,35,distance,crawl-300d-2M-subword.bin
neighborhood,4.75,4.27413611084604,5,35,distance,crawl-300d-2M-subword.bin
neuron,3.69,3.865227793066677,5,35,distance,crawl-300d-2M-subword.bin
neurotransmitter,2.92,3.4834794423759194,5,35,distance,crawl-300d-2M-subword.bin
neutron,2.69,3.4934455182272566,5,35,distance,crawl-300d-2M-subword.bin
newsletter,4.66,3.919778062716244,5,35,distance,crawl-300d-2M-subword.bin
nicotine,4.1,4.276143571320412,5,35,distance,crawl-300d-2M-subword.bin
nighttime,3.86,3.552893619376396,5,35,distance,crawl-300d-2M-subword.bin
nipple,4.83,4.701861782705861,5,35,distance,crawl-300d-2M-subword.bin
nitrite,3.72,3.9276518517267833,5,35,distance,crawl-300d-2M-subword.bin
nobleman,3.85,3.9388728477632045,5,35,distance,crawl-300d-2M-subword.bin
nonfiction,3.5,3.2514893286657007,5,35,distance,crawl-300d-2M-subword.bin
nook,4.37,4.601673511374953,5,35,distance,crawl-300d-2M-subword.bin
notoriety,2.0,2.296075371817457,5,35,distance,crawl-300d-2M-subword.bin
noun,3.15,2.645873671924491,5,35,distance,crawl-300d-2M-subword.bin
nourishment,2.97,2.6382021767461072,5,35,distance,crawl-300d-2M-subword.bin
nozzle,4.91,4.512178222967962,5,35,distance,crawl-300d-2M-subword.bin
nuance,1.85,2.1285937904095897,5,35,distance,crawl-300d-2M-subword.bin
nudist,4.66,4.001196698706896,5,35,distance,crawl-300d-2M-subword.bin
nutrition,2.82,2.9331227278511434,5,35,distance,crawl-300d-2M-subword.bin
nymph,3.58,4.453645609756384,5,35,distance,crawl-300d-2M-subword.bin
oar,4.84,4.677109306916423,5,35,distance,crawl-300d-2M-subword.bin
oath,2.79,2.7300774983892864,5,35,distance,crawl-300d-2M-subword.bin
obituary,4.18,3.9183057621043362,5,35,distance,crawl-300d-2M-subword.bin
ocean,4.86,4.583284837199082,5,35,distance,crawl-300d-2M-subword.bin
oddity,2.11,2.185019015743322,5,35,distance,crawl-300d-2M-subword.bin
ode,2.91,2.742208806253282,5,35,distance,crawl-300d-2M-subword.bin
odor,3.52,3.547183197022253,5,35,distance,crawl-300d-2M-subword.bin
ointment,4.5,4.545924248472238,5,35,distance,crawl-300d-2M-subword.bin
omission,1.89,2.049476417806504,5,35,distance,crawl-300d-2M-subword.bin
onion,4.86,4.84993856937577,5,35,distance,crawl-300d-2M-subword.bin
opacity,2.93,2.6929231070405,5,35,distance,crawl-300d-2M-subword.bin
opener,3.81,3.7862663995767263,5,35,distance,crawl-300d-2M-subword.bin
opening,3.79,3.391870487727327,5,35,distance,crawl-300d-2M-subword.bin
opera,4.28,3.934446100308745,5,35,distance,crawl-300d-2M-subword.bin
