word,run1,run2,run3,mean
opening,4,4,4,4
openness,3,3,3,3
opera,4,4,4,4
operation,3,3,3,3
operator,3,3,3,3
opinion,2,2,2,2
opium,4,4,4,4
opponent,3,3,3,3
opportunist,2,3,3,2.667
opportunity,3,3,3,3
opposition,3,3,3,3
oppression,2,2,2,2
oppressor,2,2,2,2
optimism,3,3,3,3
optimist,3,3,3,3
optimization,2,2,2,2
option,3,3,3,3
oracle,2,2,2,2
orator,3,3,3,3
orb,4,4,4,4
orbiter,4,3,4,3.667
orchard,5,5,5,5
orchestra,4,4,4,4
orchid,5,5,5,5
ordeal,3,3,3,3
ordinance,2,2,2,2
ordination,2,2,2,2
ore,5,5,5,5
organ,4,4,4,4
organism,4,4,4,4
organist,4,4,4,4
organization,3,3,3,3
organizer,3,3,3,3
orgasm,4,4,4,4
orgy,3,3,3,3
orientation,3,3,3,3
origin,3,3,3,3
originality,3,3,3,3
originator,3,3,3,3
orphanage,4,4,4,4
oscillator,3,3,3,3
osteoporosis,2,2,2,2
otter,5,5,5,5
ounce,5,5,5,5
outage,3,3,3,3
outbreak,3,3,3,3
outbuilding,4,4,4,4
outburst,3,3,3,3
outcome,3,3,3,3
outcry,3,3,3,3
outflow,3,3,3,3
outing,4,4,4,4
outlay,2,2,2,2
outlet,4,4,4,4
outlook,3,3,3,3
outpatient,3,3,3,3
outpost,4,4,4,4
outpouring,3,3,3,3
output,3,3,3,3
outreach,3,3,3,3
outset,2,2,3,2.333
outsider,3,3,3,3
ovary,4,4,4,4
ovation,4,3,3,3.333
oven,5,5,5,5
overdraft,2,2,2,2
overkill,3,3,3,3
overpayment,2,2,2,2
overseer,3,3,3,3
oversight,2,2,2,2
overtone,3,3,3,3
overture,3,3,3,3
overview,3,2,3,2.667
owl,5,5,5,5
owner,3,3,3,3
ownership,3,3,3,3
ox,5,5,5,5
oxidation,2,2,2,2
oxide,2,2,2,2
oxygen,4,4,5,4.333
oyster,5,5,5,5
ozone,3,3,3,3
pacifist,2,2,2,2
packaging,4,4,4,4
packet,5,5,5,5
pact,3,2,3,2.667
padding,3,3,3,3
paddock,4,5,5,4.667
page,5,5,5,5
pageant,3,3,3,3
pain,4,4,4,4
painkiller,4,4,4,4
painter,4,4,4,4
painting,5,5,5,5
palace,5,5,5,5
palate,3,3,3,3
palette,4,4,4,4
pallet,4,4,4,4
palsy,2,2,2,2
pamphlet,4,4,4,4
pancake,5,5,5,5
pancreas,5,4,4,4.333
panda,5,5,5,5
pane,5,5,5,5
panel,4,4,4,4
panelist,3,3,3,3
panorama,4,4,4,4
panties,5,5,5,5
pantry,5,5,5,5
paper,5,5,5,5
paperwork,3,3,3,3
papyrus,4,4,4,4
parable,3,3,2,2.667
paradigm,2,2,2,2
paradise,3,3,3,3
paradox,2,2,2,2
paralysis,3,2,3,2.667
parameter,2,2,2,2
paranoia,2,2,2,2
parasite,4,3,3,3.333
parchment,4,4,4,4
parent,4,4,4,4
parenthesis,2,2,2,2
parish,3,3,3,3
parishioner,3,3,2,2.667
parking,4,4,4,4
parkland,4,4,4,4
parliament,3,3,3,3
parlor,4,4,4,4
parsley,5,5,5,5
part,3,3,3,3
participant,3,3,3,3
participation,3,3,3,3
particle,4,4,4,4
partnership,3,3,3,3
party,4,4,4,4
passage,3,3,3,3
passenger,5,5,5,5
passion,3,3,3,3
passport,4,4,4,4
password,3,3,3,3
pasta,5,5,5,5
pastime,3,3,3,3
pastor,4,4,4,4
pastry,5,5,5,5
paternity,2,2,2,2
path,4,4,4,4
pathogen,3,3,3,3
pathologist,3,3,3,3
pathology,2,2,2,2
pathos,2,2,2,2
pathway,4,4,4,4
patience,3,3,3,3
patio,5,5,5,5
patriarch,2,2,2,2
patriarchy,2,2,2,2
patriot,3,3,3,3
patriotism,2,2,2,2
patron,3,3,3,3
patronage,2,2,2,2
pattern,3,3,3,3
pavement,5,5,5,5
pavilion,4,4,4,4
payback,3,3,3,3
paycheck,4,4,4,4
payday,4,4,4,4
payer,3,3,3,3
payload,3,3,3,3
payment,4,4,4,4
payoff,3,3,3,3
payout,3,3,3,3
payroll,3,3,3,3
pea,5,5,5,5
peace,3,2,2,2.333
peanut,5,5,5,5
pear,5,5,5,5
peasant,3,3,3,3
peculiarity,3,3,3,3
pedestal,4,4,4,4
pediatrician,3,4,4,3.667
pedigree,3,3,3,3
pelvis,4,4,4,4
penalty,3,3,3,3
penance,2,2,2,2
pendant,5,5,5,5
pendulum,4,4,4,4
penetration,3,3,3,3
penguin,5,5,5,5
peninsula,4,4,4,4
penis,5,5,5,5
penny,5,5,5,5
pension,2,2,2,2
people,4,4,4,4
percent,2,2,2,2
percentage,2,2,2,2
percentile,2,2,2,2
perception,2,2,3,2.333
percussion,4,4,4,4
perfection,2,2,2,2
performance,3,3,3,3
performer,4,4,4,4
peril,2,2,2,2
perimeter,3,3,3,3
period,3,3,3,3
periphery,3,3,3,3
perjury,1,1,2,1.333
permission,2,2,2,2
permutation,2,2,2,2
perpetrator,2,2,2,2
persecution,2,2,2,2
perseverance,3,3,3,3
persistence,3,3,3,3
person,5,5,5,5
persona,3,3,3,3
personality,3,3,3,3
perspective,3,3,3,3
persuasion,3,3,3,3
perversion,2,2,2,2
peso,5,5,5,5
pessimism,2,2,2,2
pest,4,4,4,4
pesticide,4,4,4,4
petal,5,5,5,5
petitioner,3,3,3,3
petrol,5,5,5,5
petroleum,5,5,4,4.667
pew,5,5,5,5
pharmacist,4,4,4,4
pharmacy,4,4,4,4
pheasant,4,4,4,4
phenomenon,2,2,2,2
philanthropist,2,2,2,2
philanthropy,2,2,2,2
philosopher,2,2,2,2
philosophy,2,2,2,2
phobia,2,2,2,2
phonics,2,2,2,2
phosphate,2,2,2,2
phosphorus,4,4,4,4
photographer,4,4,4,4
photography,4,4,4,4
photon,3,3,3,3
photosynthesis,2,2,2,2
phrase,3,3,3,3
phrasing,3,3,3,3
physic,3,3,3,3
physician,4,4,4,4
physicist,3,3,3,3
physics,2,2,2,2
physiology,2,2,2,2
physiotherapy,3,3,3,3
physique,4,4,4,4
pianist,4,4,4,4
piano,5,5,5,5
pickup,4,4,4,4
picnic,4,5,4,4.333
pie,5,5,5,5
piece,4,4,4,4
pier,5,5,5,5
piety,2,2,2,2
pig,5,5,5,5
pigeon,5,5,5,5
pigment,4,4,4,4
pilgrim,3,3,3,3
pilgrimage,3,3,3,3
pill,5,5,5,5
pillar,5,5,5,5
pillow,5,5,5,5
pineapple,5,5,5,5
pinnacle,3,4,3,3.333
pint,5,5,5,5
pipeline,4,4,4,4
piracy,3,3,3,3
pistol,5,5,5,5
piston,5,5,5,5
pitcher,5,5,5,5
pitfall,3,3,3,3
pixel,4,4,4,4
pizza,5,5,5,5
placard,4,4,4,4
placebo,3,3,3,3
placement,3,3,3,3
placenta,5,4,4,4.333
plagiarism,2,2,2,2
plaintiff,2,2,2,2
plane,5,5,5,5
planet,4,4,4,4
planner,3,3,3,3
plantation,4,4,4,4
planter,5,5,5,5
plaque,4,4,4,4
plasma,3,3,3,3
plate,5,5,5,5
plateau,4,4,4,4
platelet,3,3,3,3
platform,4,4,4,4
platinum,5,5,5,5
platoon,3,3,3,3
platter,5,5,5,5
player,4,4,4,4
playground,5,5,5,5
playoff,4,4,4,4
playwright,3,3,3,3
plaza,4,4,4,4
plea,2,2,2,2
pleasure,4,4,4,4
plethora,2,2,2,2
plight,2,2,2,2
ploy,3,3,3,3
plumage,4,4,4,4
plumber,5,5,5,5
plumbing,4,4,4,4
pluralism,2,2,2,2
plurality,2,2,2,2
plutonium,4,4,4,4
plywood,5,5,5,5
pneumonia,2,2,2,2
podium,4,5,4,4.333
poem,3,3,3,3
poet,3,3,3,3
poetry,3,3,3,3
pointer,4,4,4,4
poisoning,3,3,3,3
poker,4,4,4,4
polarity,2,2,2,2
polarization,2,2,2,2
pole,5,5,5,5
policeman,5,5,5,5
policy,2,2,2,2
policyholder,2,2,2,2
polio,3,2,3,2.667
politician,3,3,3,3
politics,2,2,2,2
pollen,4,4,5,4.333
polling,3,3,3,3
pollutant,4,4,3,3.667
pollution,3,3,3,3
polo,4,4,4,4
polyester,4,4,4,4
polygamy,2,2,2,2
polymer,3,3,3,3
pond,5,5,5,5
pony,5,5,5,5
popcorn,5,5,5,5
pope,3,3,3,3
populace,3,3,3,3
popularity,3,3,3,3
population,3,3,3,3
porcelain,5,5,5,5
porch,5,5,5,5
pork,5,5,5,5
porn,3,3,3,3
pornography,3,3,3,3
porridge,5,5,5,5
portability,3,3,3,3
portal,3,3,3,3
portfolio,3,3,3,3
portion,4,4,4,4
portrait,4,4,4,4
portrayal,3,3,3,3
positioning,3,3,3,3
possession,3,3,3,3
possibility,2,2,2,2
postage,3,3,3,3
postcard,5,5,5,5
poster,5,5,5,5
posterity,2,2,2,2
postgraduate,3,3,3,3
postman,5,5,5,5
postscript,2,3,3,2.667
potassium,3,3,3,3
potato,5,5,5,5
potency,3,3,3,3
pothole,5,5,5,5
potion,4,4,4,4
pottery,5,5,5,5
pouch,5,5,5,5
poultry,4,4,4,4
poverty,2,2,2,2
powder,5,5,5,5
powerhouse,4,4,4,4
practicality,3,3,3,3
practitioner,3,3,3,3
pragmatism,2,2,2,2
prairie,4,5,5,4.667
prawn,5,5,5,5
prayer,3,3,3,3
preacher,4,4,4,4
preamble,2,2,2,2
precaution,3,3,3,3
precedence,2,2,2,2
precedent,2,2,2,2
precinct,3,3,3,3
precipitation,3,3,3,3
precision,3,3,3,3
preconception,2,2,2,2
precursor,3,3,3,3
predator,4,4,4,4
predecessor,2,2,2,2
predicament,3,3,3,3
predictability,2,2,2,2
prediction,2,3,3,2.667
predictor,3,3,3,3
predisposition,2,2,2,2
prefect,3,3,3,3
preference,3,3,3,3
pregnancy,4,4,4,4
prelude,3,3,3,3
premise,2,2,2,2
preoccupation,2,2,2,2
preparation,3,3,3,3
preparedness,3,3,3,3
prescription,3,3,3,3
presence,3,3,3,3
presentation,3,3,3,3
presenter,4,4,4,4
preservation,3,3,3,3
presidency,3,3,3,3
president,3,3,3,3
presumption,2,2,2,2
pretence,2,2,2,2
pretense,2,2,2,2
pretension,2,2,2,2
pretext,2,2,2,2
prevalence,2,2,2,2
prevention,3,3,3,3
priest,3,3,3,3
priesthood,2,2,2,2
primate,4,4,4,4
primer,3,3,3,3
prince,4,4,4,4
princess,4,4,4,4
principle,2,2,2,2
printer,5,5,5,5
printing,4,4,4,4
printout,4,4,4,4
priority,3,3,3,3
prison,4,4,4,4
prisoner,4,4,4,4
privacy,3,3,2,2.667
privatization,2,2,2,2
probability,2,2,2,2
probate,2,2,2,2
probation,3,3,3,3
problem,3,3,3,3
procedure,3,3,3,3
processing,3,3,3,3
procession,3,3,3,3
processor,4,4,4,4
proclamation,2,2,2,2
producer,3,3,3,3
product,4,4,4,4
production,3,3,3,3
productivity,3,3,3,3
profanity,3,3,3,3
profession,3,3,3,3
professionalism,3,3,3,3
professor,4,4,4,4
proficiency,3,3,3,3
profile,3,3,3,3
profitability,2,2,2,2
progeny,3,3,3,3
prognosis,2,2,2,2
program,3,3,3,3
programmer,4,4,4,4
programming,3,3,3,3
progression,3,3,3,3
prohibition,2,2,2,2
projection,3,3,3,3
projector,5,5,5,5
proliferation,3,3,2,2.667
prologue,3,2,3,2.667
prom,3,4,4,3.667
prominence,3,3,3,3
promoter,3,3,3,3
promotion,3,3,3,3
pronoun,2,2,2,2
pronouncement,3,2,2,2.333
pronunciation,3,3,3,3
propaganda,2,2,2,2
propagation,3,2,3,2.667
propane,5,5,5,5
propeller,5,5,5,5
propensity,2,2,2,2
property,3,3,3,3
prophecy,2,2,2,2
prophet,3,3,3,3
proponent,3,3,3,3
proportion,3,3,3,3
proposal,3,3,3,3
proposition,2,2,2,2
proprietor,3,3,3,3
propriety,2,2,2,2
propulsion,3,3,3,3
prosecution,2,2,2,2
prosecutor,3,3,3,3
prospect,3,3,3,3
prospectus,2,2,2,2
prosperity,3,3,3,3
prostate,3,4,3,3.333
prostitution,3,3,3,3
protagonist,3,3,3,3
protection,3,3,3,3
protector,4,3,3,3.333
protein,4,4,4,4
protester,4,4,4,4
protestor,4,4,4,4
protocol,3,3,3,3
proton,3,3,3,3
prototype,3,3,3,3
proverb,3,3,2,2.667
provider,3,3,3,3
province,3,3,3,3
provision,3,3,3,3
provocation,3,3,3,3
prowess,3,3,3,3
proximity,3,3,3,3
prudence,2,2,2,2
psalm,3,3,3,3
pseudonym,2,2,2,2
psoriasis,3,3,3,3
psyche,2,2,2,2
psychiatrist,3,3,3,3
psychiatry,2,2,2,2
psychoanalysis,2,2,2,2
psychologist,3,3,3,3
psychology,2,2,2,2
psychopath,2,2,2,2
psychosis,2,2,2,2
psychotherapist,3,3,3,3
psychotherapy,3,3,2,2.667
pub,5,5,5,5
puberty,3,3,3,3
publication,3,3,3,3
publicity,3,3,3,3
publisher,3,3,3,3
publishing,3,3,3,3
puck,5,5,5,5
pudding,5,5,5,5
pulley,4,4,4,4
pulpit,4,4,4,4
pumpkin,5,5,5,5
punctuation,2,2,2,2
pundit,3,3,3,3
punishment,3,3,3,3
punk,3,3,3,3
punter,3,3,3,3
pup,5,5,5,5
pupil,5,5,5,5
puppet,5,5,5,5
puppy,5,5,5,5
purchaser,3,3,3,3
puree,4,4,4,4
purification,3,2,3,2.667
purist,3,3,3,3
purity,3,3,3,3
purpose,3,3,2,2.667
pursuer,3,3,3,3
pursuit,3,3,3,3
purveyor,3,3,3,3
pyramid,5,5,5,5
python,5,5,5,5
quad,3,3,3,3
quadrant,3,3,3,3
quake,5,5,5,5
qualification,2,2,2,2
qualifier,3,3,3,3
quality,3,3,3,3
quantity,3,3,3,3
quantum,2,2,2,2
quart,4,4,4,4
quarter,4,4,4,4
quarterback,4,4,4,4
quartet,4,4,4,4
quartz,5,5,5,5
queen,4,4,4,4
quest,3,3,3,3
questionnaire,3,3,3,3
quirk,3,3,3,3
quota,2,2,2,2
quotation,3,3,3,3
rabbi,3,3,3,3
rabbit,5,5,5,5
rabies,3,3,3,3
racer,5,5,5,5
racism,2,2,2,2
racket,5,5,5,5
radar,4,4,4,4
radiation,2,2,2,2
radiator,5,5,5,5
radio,5,4,5,4.667
radioactivity,2,2,2,2
radiotherapy,3,3,3,3
radius,3,3,3,3
radon,2,2,2,2
rafter,4,5,4,4.333
raider,3,3,4,3.333
railing,5,5,5,5
railroad,5,5,5,5
railway,5,5,5,5
rainbow,5,5,5,5
rainfall,5,5,5,5
rainforest,5,5,5,5
rainwater,5,5,5,5
raisin,5,5,5,5
rancher,4,4,4,4
randomness,2,2,2,2
ranger,4,4,4,4
rapist,4,4,4,4
rapper,4,4,4,4
rapport,3,3,3,3
raptor,4,4,4,4
rarity,3,3,3,3
rat,5,5,5,5
ratification,2,2,2,2
rating,3,3,3,3
ratio,2,2,2,2
rationale,2,2,2,2
rationality,2,2,2,2
ravine,4,4,4,4
razor,5,5,5,5
reaction,3,3,3,3
reactor,3,3,3,3
reader,4,4,4,4
readership,3,3,2,2.667
readiness,3,3,3,3
realism,3,3,3,3
realist,3,3,3,3
reality,4,4,4,4
realization,3,3,3,3
realm,3,3,3,3
reason,3,2,2,2.333
reasonableness,2,2,2,2
reasoning,2,2,2,2
reassurance,3,3,3,3
rebellion,3,3,3,3
rebirth,3,3,3,3
rebuttal,2,2,2,2
receipt,5,5,5,5
receiver,3,3,3,3
reception,3,3,3,3
receptionist,4,4,4,4
receptor,3,3,3,3
recession,2,2,2,2
recipe,4,4,4,4
reciprocity,2,3,3,2.667
recital,3,3,3,3
recitation,3,3,3,3
reckoning,3,3,3,3
reclamation,3,3,3,3
recognition,3,3,3,3
recollection,3,3,3,3
recommendation,3,3,3,3
reconciliation,3,3,3,3
reconnaissance,3,3,3,3
reconsideration,2,2,2,2
reconstruction,3,3,3,3
recorder,5,5,5,5
recording,4,4,4,4
recourse,2,2,2,2
recovery,3,3,3,3
recreation,3,4,4,3.667
recruiter,3,3,3,3
recruitment,3,3,3,3
rectangle,5,5,5,5
recurrence,3,3,3,3
recycling,4,4,3,3.667
redemption,2,2,2,2
redevelopment,3,3,3,3
redistribution,2,3,2,2.333
redness,4,4,4,4
reduction,3,3,3,3
redundancy,2,2,2,2
reef,5,5,5,5
ref,2,2,2,2
referendum,2,2,2,2
referral,2,2,2,2
refinement,3,3,3,3
refinery,4,4,4,4
reflection,3,3,3,3
reflector,5,5,5,5
reformation,2,3,3,2.667
reformer,3,3,3,3
refresher,3,3,3,3
refreshment,4,4,4,4
refrigeration,4,4,4,4
refrigerator,5,5,5,5
refuge,3,3,3,3
refugee,3,3,3,3
refurbishment,3,3,3,3
refusal,3,3,3,3
refutation,2,2,2,2
regeneration,3,3,3,3
reggae,4,4,4,4
regime,2,2,2,2
regimen,3,3,3,3
region,3,3,3,3
registrar,3,3,3,3
registration,3,3,3,3
registry,2,2,2,2
regression,2,2,2,2
regularity,2,2,2,2
regulation,2,2,2,2
regulator,3,3,3,3
rehab,3,3,3,3
rehabilitation,3,3,3,3
rehearsal,3,3,3,3
reimbursement,2,2,2,2
reincarnation,2,2,2,2
reindeer,5,5,5,5
reinforcement,3,3,3,3
reinstatement,3,2,2,2.333
rejection,2,2,2,2
relation,3,3,3,3
relationship,3,3,3,3
relativism,2,2,2,2
relativity,2,2,2,2
relaxation,4,4,4,4
relevance,2,2,2,2
reliability,3,3,3,3
reliance,3,3,3,3
relic,4,4,4,4
relief,3,3,3,3
religion,2,3,3,2.667
relocation,3,3,3,3
reluctance,2,2,2,2
remainder,3,3,3,3
remembrance,3,3,3,3
reminder,3,3,3,3
reminiscence,3,3,3,3
remission,2,3,3,2.667
remittance,2,2,2,2
remorse,2,2,2,2
removal,3,3,3,3
renaissance,3,3,3,3
rendering,3,3,3,3
rendition,3,3,3,3
renegade,3,3,3,3
renewal,3,3,3,3
renovation,4,4,4,4
renter,4,4,4,4
reorganization,3,3,3,3
rep,3,3,3,3
reparation,2,2,2,2
repayment,3,3,3,3
repentance,2,2,2,2
repercussion,3,3,3,3
repertoire,3,3,3,3
repetition,3,3,3,3
replacement,3,3,3,3
replica,4,4,4,4
replication,3,3,3,3
reporter,4,4,4,4
repository,3,3,3,3
repossession,3,3,3,3
representation,3,3,3,3
repression,2,2,2,2
reprisal,2,2,2,2
reproduction,3,3,3,3
republic,3,3,3,3
reputation,3,3,3,3
requirement,3,3,2,2.667
resale,3,3,3,3
rescuer,4,4,4,4
researcher,3,3,3,3
resemblance,3,3,3,3
resentment,2,2,2,2
reservation,3,3,3,3
reservoir,4,4,4,4
resettlement,3,3,3,3
residence,3,3,3,3
residency,3,3,3,3
residue,3,3,3,3
resignation,2,2,2,2
resilience,3,3,3,3
resin,4,5,5,4.667
resistance,3,3,3,3
resolution,3,3,3,3
resonance,3,3,3,3
resource,3,3,3,3
respiration,3,3,3,3
respite,3,3,3,3
respondent,3,3,3,3
responder,3,3,3,3
response,3,3,3,3
responsibility,3,3,3,3
responsiveness,3,3,3,3
restaurant,5,5,5,5
restitution,2,2,3,2.333
restoration,3,3,3,3
restraint,3,3,3,3
restriction,2,2,2,2
restroom,5,5,5,5
restructuring,3,3,3,3
resurgence,3,3,3,3
resurrection,2,2,2,2
retailer,3,3,3,3
retailing,3,3,3,3
retainer,3,3,3,3
retaliation,2,2,2,2
retention,3,3,3,3
retina,5,5,5,5
retiree,3,4,4,3.667
retirement,3,3,3,3
retribution,2,2,2,2
retrieval,3,3,3,3
retrospect,2,3,2,2.333
reunion,3,3,4,3.333
revelation,3,2,2,2.333
revenue,2,2,2,2
reversal,3,3,3,3
reviewer,3,3,3,3
revision,3,3,3,3
revival,3,3,3,3
revolution,3,3,3,3
revolver,5,5,5,5
rhetoric,2,2,2,2
rhino,5,5,5,5
rhythm,4,4,4,4
ribbon,5,5,5,5
rice,5,5,5,5
richness,3,3,3,3
rider,5,5,5,5
ridge,4,4,4,4
righteousness,2,2,2,2
rigidity,3,3,3,3
rigor,3,3,3,3
ringing,4,4,4,4
rink,5,5,5,5
rioting,3,3,4,3.333
rite,3,3,3,3
rivalry,3,3,3,3
river,5,5,5,5
road,5,5,5,5
roadblock,4,4,4,4
roadside,5,5,5,5
roadway,5,5,5,5
robber,4,4,4,4
robbery,4,4,4,4
robot,4,4,4,4
rocker,4,5,5,4.667
rod,5,5,5,5
rodent,4,4,4,4
rogue,3,3,3,3
role,3,3,3,3
roller,4,4,5,4.333
rollout,3,3,3,3
romance,3,3,3,3
romanticism,2,2,2,2
roof,5,5,5,5
roofing,4,4,4,4
rooftop,5,5,5,5
rookie,3,3,3,3
room,5,5,5,5
roommate,4,4,4,4
rope,5,5,5,5
rose,5,5,5,5
roster,3,3,3,3
rotation,3,3,3,3
rotor,4,4,4,4
roundup,3,3,3,3
route,4,4,4,4
router,4,4,4,4
row,3,4,3,3.333
rowing,4,4,4,4
royalty,3,3,3,3
rubble,5,5,5,5
rubric,2,2,2,2
rudder,5,5,5,5
rug,5,5,5,5
rugby,4,4,4,4
ruler,5,5,5,5
ruling,3,3,3,3
runner,5,5,5,5
runoff,3,3,3,3
runway,5,5,5,5
rupee,4,4,4,4
rye,5,5,5,5
sacrament,2,2,2,2
sadness,2,2,2,2
safari,4,4,4,4
safety,3,3,3,3
saga,3,3,3,3
sage,3,3,3,3
sailor,4,4,4,4
sake,3,3,3,3
salad,5,5,5,5
salary,3,3,3,3
sale,4,4,4,4
salesman,4,4,4,4
saliva,5,5,5,5
salmon,5,5,5,5
salon,4,4,4,4
saloon,4,4,4,4
salsa,5,5,5,5
salt,5,5,5,5
salvation,2,2,2,2
sampler,3,3,3,3
sampling,3,3,3,3
sanctity,2,2,2,2
sanctuary,4,4,4,4
sandal,5,5,5,5
sandbox,5,5,5,5
sandstone,5,5,5,5
sanitation,3,3,3,3
sanity,2,2,2,2
sarcasm,2,2,2,2
sardine,5,5,5,5
sash,4,4,4,4
satin,5,5,5,5
satire,3,3,3,3
satisfaction,3,3,3,3
saturation,3,3,3,3
sauce,5,5,5,5
saucepan,5,5,5,5
saucer,5,5,5,5
sauna,4,5,4,4.333
sausage,5,5,5,5
saver,3,3,3,3
savings,3,3,3,3
savior,2,2,2,2
sax,5,5,5,5
saxophone,5,5,5,5
scaffolding,4,4,4,4
scandal,2,3,3,2.667
scanner,4,4,4,4
scapegoat,2,2,2,2
scarcity,2,2,2,2
scenario,3,3,3,3
scene,4,4,4,4
scenery,5,5,5,5
scheme,3,2,3,2.667
schizophrenia,2,2,2,2
scholar,3,3,3,3
scholarship,3,3,3,3
school,4,4,4,4
schoolboy,5,5,5,5
schoolgirl,5,5,5,5
schooling,3,3,3,3
science,3,3,3,3
scientist,4,4,4,4
scissors,5,5,5,5
sclerosis,2,2,2,2
scone,5,5,5,5
scooter,5,5,5,5
scope,3,3,2,2.667
scorer,3,3,3,3
scorpion,5,5,5,5
scrapbook,4,4,4,4
screening,3,3,3,3
screenplay,3,3,3,3
screenwriter,3,3,3,3
screwdriver,5,5,5,5
scripture,3,3,3,3
scrutiny,3,3,3,3
scuba,4,4,4,4
sculptor,4,4,4,4
sculpture,5,5,5,5
scum,4,4,4,4
sea,5,5,5,5
seafood,5,5,5,5
seafront,5,5,5,5
sealant,4,4,4,4
seaman,4,4,4,4
searcher,3,3,3,3
seaside,5,5,5,5
season,4,4,4,4
seasoning,4,4,4,4
seatbelt,5,5,5,5
seating,4,4,4,4
seawater,5,5,5,5
seaweed,5,5,5,5
secession,2,2,2,2
secrecy,2,2,2,2
secretariat,3,3,3,3
secretary,4,4,4,4
secretion,3,3,3,3
sect,3,3,3,3
section,3,3,3,3
sector,3,3,3,3
security,3,3,3,3
sedan,5,5,5,5
sediment,4,4,4,4
seduction,3,3,3,3
seedling,5,4,4,4.333
seeker,3,3,3,3
segmentation,3,3,3,3
segregation,2,2,2,2
seizure,3,3,3,3
selection,3,3,3,3
selector,3,3,3,3
selfishness,2,2,2,2
seller,4,4,4,4
semantics,2,2,2,2
semblance,2,2,2,2
semen,5,5,5,5
semester,3,3,3,3
semi,3,3,3,3
semiconductor,3,3,3,3
seminar,3,3,3,3
senate,3,3,3,3
senator,3,3,3,3
sender,3,3,3,3
seniority,2,2,2,2
sensation,3,3,3,3
sensibility,3,3,3,3
sensitivity,3,3,3,3
sensor,4,4,4,4
sentencing,3,3,3,3
sentiment,2,2,2,2
sentinel,3,3,3,3
separation,3,3,3,3
sequel,3,3,3,3
sequence,3,3,3,3
sequestration,2,2,2,2
serenity,2,2,2,2
sergeant,3,3,3,3
series,3,3,3,3
seriousness,2,2,2,2
sermon,3,3,3,3
serotonin,3,3,3,3
serpent,4,4,4,4
serum,4,4,4,4
servant,3,3,3,3
server,4,4,4,4
service,3,3,3,3
serviceman,4,4,4,4
servitude,2,2,2,2
session,3,3,3,3
setback,3,3,3,3
settlement,3,3,3,3
settler,4,4,4,4
setup,3,3,3,3
severity,3,3,3,3
sewage,5,5,5,5
sewer,5,5,5,5
sewing,4,4,4,4
sex,4,4,4,4
sexism,2,2,2,2
sexuality,3,3,3,3
shack,5,5,5,5
shading,4,4,3,3.667
shaker,5,5,5,5
shale,5,5,5,5
shaman,3,3,3,3
shard,5,5,5,5
shareholder,3,3,3,3
shark,5,5,5,5
sharpness,3,3,3,3
sheep,5,5,5,5
sheet,5,5,5,5
shelf,5,5,5,5
shellfish,4,4,5,4.333
shenanigan,3,3,3,3
sheriff,4,4,4,4
shilling,2,2,2,2
shipment,4,4,4,4
shipping,4,4,4,4
shipyard,4,4,4,4
shirt,5,5,5,5
shoe,5,5,5,5
shooter,4,4,4,4
shopkeeper,4,4,4,4
shopper,4,4,5,4.333
shopping,4,4,4,4
shoreline,5,5,5,5
shortage,3,3,3,3
shortcoming,2,2,2,2
shortcut,3,3,4,3.333
shortfall,2,2,2,2
shorthand,3,3,3,3
shot,4,4,4,4
showdown,4,4,4,4
showroom,4,4,4,4
shrimp,5,5,5,5
shrine,4,4,4,4
shrub,5,5,5,5
shutdown,3,3,3,3
sibling,3,3,4,3.333
sickness,4,4,4,4
side,4,4,4,4
sidebar,3,3,3,3
sidekick,3,3,3,3
sidewalk,5,5,5,5
siege,3,3,3,3
sighting,4,4,4,4
sightseeing,4,4,4,4
signatory,2,2,2,2
signature,4,4,4,4
significance,2,2,2,2
signifier,2,2,2,2
silica,4,4,4,4
silicon,5,5,5,5
silicone,5,5,5,5
silk,5,5,5,5
sill,5,5,5,5
silo,4,4,4,4
similarity,3,3,3,3
simplicity,3,3,3,3
simplification,3,3,3,3
simulation,3,3,3,3
simulator,3,3,3,3
sincerity,3,3,3,3
singer,4,4,4,4
singularity,2,2,2,2
sinner,2,2,2,2
sinus,2,3,3,2.667
sir,2,2,2,2
siren,4,4,4,4
sis,3,3,3,3
sitcom,3,3,3,3
site,4,3,4,3.667
sitter,4,3,4,3.667
situation,3,3,3,3
skater,5,5,5,5
skeleton,5,5,5,5
skepticism,2,2,2,2
skier,5,5,5,5
skiing,4,5,4,4.333
skill,3,3,4,3.333
skillet,5,5,5,5
skin,5,5,5,5
skull,5,5,5,5
sky,5,5,5,5
skyline,4,4,4,4
skyscraper,5,5,5,5
slab,5,5,5,5
slave,3,3,2,2.667
slavery,2,2,2,2
sleeper,4,4,4,4
slime,5,5,5,5
slipper,5,5,5,5
slogan,3,3,3,3
slowdown,3,3,3,3
sludge,4,4,4,4
slut,2,2,2,2
smallpox,4,4,3,3.667
smoker,4,4,4,4
smoothie,5,5,5,5
smuggler,3,3,3,3
snail,5,5,5,5
snapshot,4,4,4,4
sniper,4,4,4,4
snippet,4,3,4,3.667
snob,3,3,3,3
snowfall,5,5,5,5
snowflake,5,5,5,5
soap,5,5,5,5
soccer,5,5,5,5
socialism,2,2,2,2
socialization,3,2,3,2.667
society,3,3,3,3
sociologist,3,3,3,3
sociology,2,2,2,2
